source_repo,source_path,classification,subsystem,entry_point_or_parent,destination_candidate,required_by,confidence,notes
qlip,tests/test_ordered_orbits.py,MIGRATE_TEST,scaffolds,allocation,tests/unit/qlip/test_ordered_orbits.py,ordered orbits,HIGH,"Model-level orbit constraint coverage."
qlip,tests/test_generalized_ordered_occupation.py,MIGRATE_TEST,scaffolds,scaffolds.occupation,tests/unit/qlip/test_occupation.py,occupancy,HIGH,"Generic occupancy/allowlist behavior."
qlip,tests/test_nasicon_ordered_orbit_runner.py,MIGRATE_TEST,scaffolds,NASICON runtime,tests/integration/qlip/test_nasicon.py,NASICON scaffold,HIGH,"Current NASICON ordered-orbit evidence."
qlip,tests/test_spp_periodic.py,MIGRATE_TEST,spp,interactions.spp,tests/unit/qlip/test_spp_periodic.py,periodic score,HIGH,"Dirty source test paired with active self-image correction; migrate only after revision freeze."
qlip,tests/test_spp_unordered_periodic.py,MIGRATE_TEST,spp,interactions.spp,tests/unit/qlip/test_spp_unordered_periodic.py,periodic score,HIGH,"Approved and committed by Ticket 3; migrated in Ticket 4."
qlip,src/qlip/experimental/guidance/,HISTORICAL,qlip,experimental guidance,,superseded objectives,MEDIUM,"Not used by core objective path; contains separate property-guidance implementation."
qlip,src/qlip/experimental/constraints/symmetry.py,UNKNOWN,scaffolds,experimental symmetry,,space-group constraints,LOW,"Implemented but not registered or used by canonical solve; requires product decision and tests."
qlip,src/qlip/spp/,HISTORICAL,spp,legacy SPP e2e runners,,superseded SPP runner,HIGH,"Imports missing qlip.spp.guidance, qlip.spp.io, qlip.tasks, and qlip.analysis modules; canonical path uses interactions.spp."
qlip,src/qlip/interactions/SPP/,GENERATED_ARTIFACT,spp,embedded POT samples,,none,HIGH,"Fitted POT assets embedded under source; do not migrate as production corpus."
qlip,src/qlip/paper_diversity/,PAPER_ONLY,other,paper diversity campaign,,paper tooling,MEDIUM,"Exclude package generally, except smoke_preparation.py runtime adapter explicitly listed above."
qlip,data/spp/;gen_artifacts/;SPPs/;artifacts/;out/,GENERATED_ARTIFACT,spp,solver/SPP outputs,,none,HIGH,"Large/fitted/local assets and generated results."
SPP-Maker-QLIP,src/spp_maker/,MIGRATE_RUNTIME,spp,spp-maker CLI,src/llm_csp/spp/,SPP build and score,HIGH,"Current cohesive implementation for CIF loading, pair histograms, phi fitting, POT export/load, periodic-neighbor scoring, calibration, and artifact serialization; split destination modules mechanically in migration ticket. Ticket 6: core fit/export/load/score modules migrated from 3a2d557; CLI, calibration campaign, registry publishing, and orchestration modules excluded."
SPP-Maker-QLIP,src/spp_maker_qlip/required_pair_extraction.py,MIGRATE_RUNTIME,spp,ProductionWorkflowStages.fit_request_spp,src/llm_csp/spp/required_pairs.py,request SPP fit,HIGH,"Directly called by canonical workflow. Ticket 6: migrated with scientific logic unchanged and imports package-local."
SPP-Maker-QLIP,src/spp_maker_qlip/pot_quality.py,MIGRATE_RUNTIME,spp,ProductionWorkflowStages.fit_request_spp,src/llm_csp/spp/quality.py,SPP fallback,HIGH,"Directly called by canonical workflow and hash-chain audit. Ticket 6: migrated with package-local POT parser."
SPP-Maker-QLIP,src/spp_maker_qlip/corpus_quality.py,MIGRATE_RUNTIME,spp,spp.package_for_qlip,src/llm_csp/spp/corpus_quality.py,SPP package,HIGH,"Production corpus diagnostics used by MCP/package output. Ticket 6: migrated for fresh required-pair quality diagnostics."
SPP-Maker-QLIP,src/spp_maker_qlip/qlip_package.py,MIGRATE_RUNTIME,spp,spp.package_for_qlip,src/llm_csp/spp/qlip_package.py,QLIP handoff,HIGH,"Current standalone package compiler; supersedes embedded Skill-Loop copy. Ticket 6: pair/path selection semantics extracted into library.py; QLIP_Outputs and Final_QLIP_output orchestration layout deliberately excluded."
SPP-Maker-QLIP,src/spp_maker_mcp/,MIGRATE_RUNTIME,spp,spp-maker-mcp,src/llm_csp/spp/mcp/,SPP MCP interface,MEDIUM,"Current supported MCP run_pipeline/package tools; optional if final public workflow uses direct APIs only. Ticket 6: not migrated; direct Python APIs selected for the first-class internal component."
SPP-Maker-QLIP,rules/covalent_rules.yaml,MIGRATE_EXAMPLE,spp,spp-maker fit,configs/examples/covalent_rules.yaml,optional filtering,MEDIUM,"Small example policy; only required when --exclude-covalent is enabled. Ticket 6: migrated; PyYAML declared directly."
SPP-Maker-QLIP,tests/test_fit_hist.py,MIGRATE_TEST,spp,spp_maker.fit_hist,tests/unit/spp/test_fit_hist.py,SPP build,HIGH,"Pair histogram behavior. Ticket 6: behavior adapted into test_fit_export.py with synthetic ASE input."
SPP-Maker-QLIP,tests/test_fit_phi.py,MIGRATE_TEST,spp,spp_maker.fit_phi,tests/unit/spp/test_fit_phi.py,SPP build,HIGH,"Potential construction and determinism. Ticket 6: behavior adapted into test_fit_export.py."
SPP-Maker-QLIP,tests/test_export.py,MIGRATE_TEST,spp,spp_maker.export,tests/unit/spp/test_export.py,POT export,HIGH,"QLIP-compatible layout and manifest. Ticket 6: behavior adapted into test_fit_export.py and QLIP handoff tests."
SPP-Maker-QLIP,tests/test_score_atoms_sanity.py,MIGRATE_TEST,spp,spp_maker.score,tests/unit/spp/test_score.py,SPP score,HIGH,"Structure score responds to species/geometry. Ticket 6: adapted with synthetic ASE input."
SPP-Maker-QLIP,tests/test_score_cli_smoke.py,MIGRATE_TEST,spp,spp-maker score,tests/integration/spp/test_score_cli.py,SPP score,HIGH,"Current CLI evidence. Ticket 6: CLI not selected; supported score_atoms API is covered directly."
SPP-Maker-QLIP,tests/test_run_orchestrator_smoke.py,MIGRATE_TEST,spp,spp-maker run,tests/integration/spp/test_pipeline.py,SPP pipeline,HIGH,"Fit-calibrate-package flow. Ticket 6: canonical fresh fit/export path adapted in test_required_pair_builder.py; broad run orchestrator deferred."
SPP-Maker-QLIP,tests/test_run_orchestrator_determinism.py,MIGRATE_TEST,spp,spp-maker run,tests/integration/spp/test_determinism.py,SPP provenance,HIGH,"Deterministic run IDs/artifacts. Ticket 6: deterministic POT hashes and manifests tested without migrating registry orchestration."
SPP-Maker-QLIP,tests/spp_maker_qlip/test_qlip_package_pot_handoff.py,MIGRATE_TEST,spp,spp_maker_qlip.qlip_package,tests/integration/spp/test_qlip_handoff.py,QLIP handoff,HIGH,"POT discovery and compatibility handoff. Ticket 6: adapted for explicit library root, reverse naming, hashes, and missing coverage."
SPP-Maker-QLIP,tests/mcp/test_package_for_qlip.py,MIGRATE_TEST,spp,spp.package_for_qlip,tests/integration/spp/test_mcp_package.py,MCP package,HIGH,"Current tool contract evidence. Ticket 6: MCP not selected; installed direct export-to-QLIP integration replaces this boundary test."
SPP-Maker-QLIP,QLIP_Outputs/;artifacts/;out/;test_workdir/,GENERATED_ARTIFACT,spp,published/fitted outputs,,none,HIGH,"Generated POT roots, packages, logs, and test outputs."
Skill-Loop-CSP,src/spp_maker_qlip/qlip_package.py,HISTORICAL,spp,embedded SPP MCP shim,,superseded SPP compiler,HIGH,"Diverges from and is superseded by the standalone SPP-Maker-QLIP implementation used by canonical imports."
Skill-Loop-CSP,src/spp_mcp/server.py,HISTORICAL,spp,old MCP pipeline,,superseded SPP interface,HIGH,"Old in-repo shim; canonical direct workflow imports standalone spp_maker modules."
Skill-Loop-CSP,src/spp_mcp/server.py.bak,HISTORICAL,spp,backup file,,superseded SPP interface,HIGH,"Backup copy; never migrate."
Crystal-DB,crystal_db/retrieval.py,MIGRATE_RUNTIME,crystal_db,crystal_db.retrieval.text_search,packages/crystal_db/src/crystal_db/retrieval.py,canonical retrieval,HIGH,"Directly invoked by canonical workflow; ranked metadata/provenance and CIF export. Ticket 5: migrated from e33d5cc."
Crystal-DB,crystal_db/db.py,MIGRATE_RUNTIME,crystal_db,retrieval.text_search,packages/crystal_db/src/crystal_db/db.py,SQLite access,HIGH,"Connection, schema, and CRYSTAL_DB_PATH resolution. Ticket 5: migrated with CRYSTAL_DB_DATA_ROOT portability adapter."
Crystal-DB,crystal_db/embeddings.py,MIGRATE_RUNTIME,crystal_db,retrieval.text_search,packages/crystal_db/src/crystal_db/embeddings.py,semantic query,HIGH,"Hash and LM Studio embedding clients. Ticket 5: migrated unchanged; hash remains test-only and BGE-M3/LM Studio remains production default."
Crystal-DB,crystal_db/fingerprint.py,MIGRATE_RUNTIME,crystal_db,retrieval.text_search,packages/crystal_db/src/crystal_db/fingerprint.py,hybrid retrieval,HIGH,"Fingerprint metadata and computation. Ticket 5: migrated from e33d5cc."
Crystal-DB,crystal_db/similarity.py,MIGRATE_RUNTIME,crystal_db,retrieval.text_search,packages/crystal_db/src/crystal_db/similarity.py,hybrid retrieval,HIGH,"Structure similarity branch. Ticket 5: migrated from e33d5cc."
Crystal-DB,crystal_db/sequence_index.py,MIGRATE_RUNTIME,crystal_db,retrieval.text_search,packages/crystal_db/src/crystal_db/sequence_index.py,CIF canonicalization,HIGH,"canonicalize_cif is imported by retrieval; module also carries index-building code. Ticket 5: migrated as a transitive runtime module."
Crystal-DB,crystal_db/readiness.py,MIGRATE_RUNTIME,crystal_db,retrieval.text_search,packages/crystal_db/src/crystal_db/readiness.py,backend readiness,HIGH,"Truthful missing DB/index/corpus diagnostics. Ticket 5: migrated and exercised against synthetic and real external indexes."
Crystal-DB,crystal_db/utils.py,MIGRATE_RUNTIME,crystal_db,retrieval dependencies,packages/crystal_db/src/crystal_db/utils.py,shared parsing/hash,HIGH,"Formula/CIF text parsing, hashes, and timestamps. Ticket 5: migrated from e33d5cc."
Crystal-DB,crystal_db/audit_log.py,MIGRATE_RUNTIME,crystal_db,sequence_index/run provenance,packages/crystal_db/src/crystal_db/audit_log.py,provenance,HIGH,"Used by sequence index and persisted runtime provenance. Ticket 5: migrated under its source name to avoid a semantic rename."
Crystal-DB,crystal_db/csp_pack.py,MIGRATE_RUNTIME,crystal_db,crystal.csp_pack,packages/crystal_db/src/crystal_db/csp_pack.py,retrieved evidence/CIF bundle,HIGH,"CSP-facing retrieval, chemistry tiers, provenance, and policy-gated CIF export. Ticket 5: migrated from e33d5cc."
Crystal-DB,crystal_db/runlog.py,MIGRATE_RUNTIME,crystal_db,csp_pack,packages/crystal_db/src/crystal_db/runlog.py,CSP pack provenance,HIGH,"Run/evidence logging. Ticket 5: migrated from e33d5cc."
Crystal-DB,crystal_db/schema_validate.py,MIGRATE_RUNTIME,crystal_db,crystal_db.api,packages/crystal_db/src/crystal_db/schema_validate.py,API contracts,HIGH,"Schema loader and optional jsonschema validation. Ticket 5: migrated with schemas as wheel package data."
Crystal-DB,crystal_db/schemas/text_search.v1.schema.json,MIGRATE_RUNTIME,crystal_db,api.retrieve_text,packages/crystal_db/src/crystal_db/schemas/text_search.v1.schema.json,retrieval API,HIGH,"Current response schema. Ticket 5: migrated as package data."
