path,source_sha256,classification,distribution_path,rationale
src/spp_maker/score.py,ef25ffaf81b352f57dd5b6f3ead5bf0204fe407280f2b97ed86faa5db598330d,IN_WHEEL,spp_maker/score.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker/spp_model.py,17d8321012126be76bb674ee04ddf835441a898604c929e78000848f20b5f9eb,IN_WHEEL,spp_maker/spp_model.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker/supercell_gr.py,bbc5f3ed4b4c90e6d0d00197643f7fd8e21a922d1f944536aa022fb9122eed6f,IN_WHEEL,spp_maker/supercell_gr.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker/version.py,0e9a9f2bdd1ac558a89434faca3e83b0d4be96fed908121b0e738123b3bdc61c,IN_WHEEL,spp_maker/version.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker/weights.py,33efee3b3a72528638bce724dbec55780f1786ccd5b6a02b259fd893f8c7fe8f,IN_WHEEL,spp_maker/weights.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker/weights_csv.py,76643a2d468a4d203a0bb4482f0339898431827b6dc8787164c6baae331b528a,IN_WHEEL,spp_maker/weights_csv.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_mcp/__init__.py,95864b762458840b075d0b9b906b34234efe1ab7031d335e0cd193d67a12c18e,IN_WHEEL,spp_maker_mcp/__init__.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_mcp/contracts.py,ea103867f53f5dc80f4544110870b0c846192d016b163640f8deb7f31eb6cf5f,IN_WHEEL,spp_maker_mcp/contracts.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_mcp/server.py,cb9de8c25f2e1de08c8bf90504ec0727403c6bf9b66f45e39410062641ad6754,IN_WHEEL,spp_maker_mcp/server.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_qlip/__init__.py,0f258415f1e4e0ca054ab2d32e91e8e6bec48b43fb4e3f1a8fa0393972633dd0,IN_WHEEL,spp_maker_qlip/__init__.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_qlip/corpus_quality.py,7be6623e93b53fd1365ff7043b43e4eb41cc04240823c83aa42b2720c307dcbb,IN_WHEEL,spp_maker_qlip/corpus_quality.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_qlip/pot_quality.py,e6fec8ec2aa4dcc94876d81c29261adc399e5f4df859e73d9f75061645fc9e0c,IN_WHEEL,spp_maker_qlip/pot_quality.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_qlip/qlip_package.py,e82d84f1271ee6cd42fd88e6e0e14aeb274c032130c42d95b25f51540dac7534,IN_WHEEL,spp_maker_qlip/qlip_package.py,Operational Python package source is present in both wheel and sdist.
src/spp_maker_qlip/required_pair_extraction.py,6ac0838706dd995a5c23597e2df79ae8ad627aa5e2c7165ba24c2ddba4331ee5,IN_WHEEL,spp_maker_qlip/required_pair_extraction.py,Operational Python package source is present in both wheel and sdist.
tests/fixtures/cifs/nacl.cif,ccd71a8c74f81c253c91971197aa93c04f13873377d4f18f1b82eb68cd0cb76e,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/fixtures/cifs/sic.cif,8066ae810aedc6b35e12950c8cb96fc7f4d98c23accc5a077f3e3a8a57a416df,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/fixtures/lmstudio_payloads/anthropic_nested_tool_use.json,57b22fa783407aa483e9e05103f33ff85fcce96ca4e2266d2e879fa599ba91b9,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/fixtures/lmstudio_payloads/arguments_non_object.json,63b17e827895a042fa808e9a4cb7f52a258408c8902cbf6db8fd2c75e56b5201,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/fixtures/lmstudio_payloads/direct_arguments_string.json,bdf8230d8e87a7e6b749c26f68790e3c422fcecb608ca9b2e133cbf12b32242e,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/fixtures/lmstudio_payloads/wrapper_with_noise.json,84006e599a20deb6f6f8f9ae0e261d438bdeaecce18654696cded2ae75ef147b,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/fixtures/lmstudio_payloads/wrong_wrapper_shape.json,5937f84c1b77fcf721a2756301b2fb791bcd2c2be58e38560827d994c70ca966,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/conftest.py,82c8c286f6d875799f89a37a9feb28252b379b20c28c32761abb9ade4aa9118e,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/snapshots/tool_schemas.json,9715e6bad8468c46e32b0705a2158f7c93da284c59c782e972553ce5163a74ab,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/test_check_compat.py,d56653e48d587f937abdfce71ea2bcd7fff3ab2df5b411bc44c23c7aac19ffc1,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/test_lenient_calls.py,89bd3f7be5f6058ef4984a0c237d8d2e4a8c8d179aa7e260cb5a864e323bdc77,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/test_package_for_qlip.py,03f101b0a402166155b66845d529efb7b5112a91d742b39c7576680894bbeb50,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/test_publish_to_qlip_outputs.py,8b4631d1ae7d489dc36cde5af5766d9f4ff6f1af67c35a7cf5395d4ddddfd671,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/test_run_pipeline_dry_run.py,4b6de8a7d33ca948f30217b62050f44fb76a9726e79c90df1de6cb7e20285bd6,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/mcp/test_server_schema.py,bc2b311bd9cb20d56f666b3aeb12d7e1a04db9e415b1c109e38a8daacecd93ba,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/spp_maker_qlip/test_corpus_quality.py,644c51a19be6514bc1508772bdebc935f68bfa467729748b1fddff48258c7d8b,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/spp_maker_qlip/test_pair_extraction_diagnostics.py,5d7c170ff0bc6ffaad1293030572afdf4f699c0d3974eda0129cf5d3ed7e8f04,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/spp_maker_qlip/test_qlip_package_pot_handoff.py,e623f7c1add54937a81915005768053a811eeaa0ee0492c42ad24cda5a4f2692,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/spp_mcp/test_runtime_diagnostics.py,bbdf7d1cc1162202710b644edc5c2637adf31177350d5b4da1a65f1499f34916,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/spp_mcp/test_unified_qlip_output.py,3f5211168511c22ff750e13f3adf23fb062959988bb8b4dec3d92a49d26fcead,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_calibrate_outputs_explain_sign.py,6264c5430d34e533f1577acb925bda824343a8298342c19633a1b2224e735a29,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_calibration_stats_and_lambda.py,ad604e6634e05f27eeef933aa2876e82d2268d241cdd75642101b447845e8171,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_check_pot_compat.py,11d1529a7a1198df8900c6a2da01b0a5c6869c152a2103dc82123afabb6585ef,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_cli_calibrate_no_bandpass.py,07cf6043c6aa24db235112464f7fb929870d9cda7055c5b46a29061e922a300e,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_cli_calibrate_smoke.py,a096fec601d3c59e82c3c52fd71fac934941687ed4516745b8783f5625cb5e16,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_cli_calibrate_supercell_method.py,5c2b531812ade2a7a86650042b5ba1e83efa796cecbf55c107eeef9dd9fb6321,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_cli_fit_smoke.py,59e321264883e71c3671a71741a7c023e6c700f9e5fd0864770fe41dacd831ae,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_cli_help.py,4e7712293e03361e3e3dfc8f8abed03805d81b9f03344cf868414d8f6292113c,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_common_contract.py,a9ae19a4c0b92fa59252389f84ad684091bd297fec7c01581619c081cd320b91,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_covalent_exclusion_explain.py,6f86caeae30759a59d866b1636fac00dd1871cc9804cff7a99a652692ce979a2,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_covalent_filter.py,967d532d58d668bf5f0f082982b09f4f7a0a199c65aa3afa486fdf85e97314b1,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_demo_script_smoke.py,96470ac2405c8a580871096260fba9872a5bf19eb202fc520d35ef924e827cfc,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_export.py,b62d89943bf642ed2a58eecce9cf6f0e064f176619bc2374c9ced4006ca5f9fe,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_export_short_distance_floor.py,7ba1aceb3b6b282d102f9dfa45ccd1034a7cf1f536f0651924ef23b26dc40c6a,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_fit_hist.py,4a8c31de743142a4eb25a90e1714b116c0d1916b2fd6145b0afee7df65958065,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_fit_phi.py,933d55d055537fdfef67fa294982ee09aa43104819d257b4bb7c353372ab8aae,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_gaussian_deposition.py,9f35947c9bcb362d762a76bc0bdecc5b8cbf648cd93d3bac563a0bb160610e21,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_gr_phi_roundtrip.py,b82571ad4d9e33a2219df6268626c40ea3b6bc61ec43384bb6ad1255475cb117,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_index_schema_migration.py,8026d44d7446bcbcd0bbf5b87486a564bedb80c09f87bb4cb8d1177f16b51804,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_io_cif.py,6e812d900f506819e1dda2749ac64fb2d54d2bd1da79afe592e50f0fb5ceac84,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_mcp_boundary.py,02cfc42ec65af28fd340d5cdf03260f96a6dec4ccb1c2a58b42e9ddc622c1cdd,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_neighbors.py,53688aab4aa08ee9eabcb85da0a1881483f978011cdb9d19e57a92d076251f03,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_pot_io.py,06bb3adc1b840f8588aefc9ae4191763e4c7444c7fed74a34eac9df0a5d6f077,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_print_qlip_snippet.py,316423ac1a3569252d44ec06f2293c224c820b137d99bf84378de5ebc8a36e1a,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_property_filter.py,19f1fbeac3e511059f33dde39a8a81b70cdee68c2827117886135b2e62ba282a,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_publish_kinds.py,0375c3dcf28341d29fee8ed232cbbc04b019b95eafe15f024b4a4249b2af8ff1,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_publish_qlip_outputs.py,a30b4337d346bd228ca85e520d537b25c480cf736db1a0bfc698f31e6a29e836,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_qlip_outputs_assets.py,318265da22fb1cd626af78c2c3dd481d99ca1ee2ab1ca0f6c8444982b2e8a3c3,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_run_orchestrator_determinism.py,40e6b90787f0708e54e6eb1140e6d6399360dd4a21f93cc8bdfef5f0bc5ee9d5,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_run_orchestrator_publish_packages.py,a2e64ce7b80fa4bcaaec94ab5a0134317619f683a1c32852d4e47af9a0375f42,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_run_orchestrator_smoke.py,dd98f230e936884f85d052b17b8a024f942a4d1b5dacbc25b50640cf0bd7b040,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_scale_spp_root.py,3fa13727bdf04de697d209842c490480e00140e34fd1495b26fe6d720e8c28ed,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_score_atoms_sanity.py,b613936ae42e35372efed5ee11b0176fe1167752a251bcb1f380059b127b29e0,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_score_cli_smoke.py,cf3b7ee9d824b4f4b24ad4aa3a0a1e912c350e83fc7788eb263660b2705e6cce,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_spp_model.py,8ae980e3ca28d794c7005d3c093d6c3c88e27b4f7ec874c662fb0da95be43c5c,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_spp_model_policies.py,21a533788b4f0ad6fde44a45d65b81d511ea50538511c46d3d2655c6ce505676,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_supercell_gr.py,f610001f027ed5c7cd7bc61563703c339a36d17af3ae49c7465a59fa50451e6e,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_supercell_support.py,5ede5b92908e324790be5d8f1cee38ddd22c30902c1b3da0cab739c739bd8d2e,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
tests/test_weights.py,9d020212e961f60b0a67d9d56e9ce168e887f22bdf299aea7295896528b6855f,INTENTIONALLY_EXCLUDED,,"Source-derived verification input retained in the repository, not required at installed runtime."
